Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,CoverTypeBinary
2881.0,21.0,13.0,190.0,8.0,1283.0,211.0,212.0,135.0,2125.0,1
3267.0,124.0,19.0,182.0,30.0,2287.0,248.0,223.0,96.0,1855.0,0
3088.0,2.0,24.0,660.0,62.0,920.0,179.0,186.0,138.0,1436.0,0
3247.0,357.0,14.0,150.0,42.0,1994.0,198.0,214.0,154.0,1301.0,0
2857.0,350.0,24.0,319.0,132.0,3216.0,169.0,192.0,156.0,1584.0,1
3103.0,36.0,6.0,247.0,56.0,2845.0,220.0,226.0,143.0,5987.0,0
3043.0,179.0,10.0,67.0,-1.0,1718.0,225.0,246.0,154.0,371.0,0
3014.0,225.0,4.0,757.0,118.0,5879.0,214.0,243.0,166.0,6415.0,1
2629.0,106.0,11.0,170.0,18.0,1818.0,239.0,227.0,117.0,633.0,1
2863.0,109.0,16.0,120.0,-14.0,1127.0,246.0,220.0,98.0,721.0,0
3044.0,120.0,11.0,283.0,51.0,5134.0,240.0,230.0,119.0,3569.0,1
2476.0,52.0,26.0,175.0,74.0,658.0,223.0,176.0,71.0,698.0,1
2882.0,359.0,11.0,242.0,50.0,2529.0,203.0,220.0,154.0,2569.0,1
2535.0,71.0,20.0,0.0,0.0,780.0,238.0,197.0,81.0,1442.0,1
2654.0,85.0,8.0,153.0,4.0,1262.0,232.0,227.0,128.0,1699.0,1
3064.0,54.0,11.0,430.0,16.0,3079.0,226.0,217.0,123.0,258.0,0
2645.0,121.0,8.0,90.0,-11.0,1200.0,235.0,233.0,130.0,706.0,1
2763.0,270.0,9.0,192.0,31.0,108.0,197.0,243.0,186.0,2136.0,1
2891.0,342.0,13.0,42.0,6.0,3560.0,193.0,221.0,166.0,4953.0,1
3170.0,314.0,16.0,150.0,24.0,810.0,176.0,226.0,189.0,1930.0,1
2860.0,67.0,2.0,150.0,9.0,3290.0,221.0,235.0,151.0,3129.0,1
3255.0,142.0,20.0,552.0,98.0,1031.0,244.0,231.0,106.0,1231.0,1
3091.0,111.0,3.0,351.0,32.0,1805.0,225.0,236.0,145.0,2210.0,1
2821.0,8.0,9.0,283.0,45.0,3267.0,210.0,223.0,150.0,1142.0,1
2777.0,286.0,30.0,301.0,129.0,1100.0,125.0,224.0,231.0,1455.0,1
3187.0,356.0,7.0,0.0,0.0,3545.0,209.0,228.0,157.0,3272.0,0
2936.0,150.0,34.0,713.0,108.0,4320.0,240.0,217.0,76.0,1549.0,1
3352.0,24.0,21.0,466.0,137.0,2135.0,203.0,190.0,116.0,2034.0,0
3102.0,359.0,19.0,182.0,-5.0,1371.0,189.0,202.0,148.0,391.0,0
2647.0,117.0,22.0,216.0,-6.0,1259.0,251.0,214.0,80.0,451.0,1
2855.0,169.0,20.0,162.0,-21.0,3090.0,231.0,244.0,136.0,1471.0,1
3135.0,200.0,12.0,85.0,0.0,1950.0,215.0,250.0,168.0,600.0,0
3094.0,98.0,13.0,95.0,23.0,331.0,241.0,221.0,107.0,742.0,1
3060.0,140.0,18.0,402.0,135.0,1415.0,244.0,232.0,111.0,3353.0,0
2992.0,62.0,13.0,309.0,9.0,2352.0,230.0,214.0,114.0,2560.0,1
2929.0,11.0,2.0,433.0,9.0,5376.0,217.0,234.0,155.0,2173.0,1
3076.0,300.0,15.0,360.0,19.0,1524.0,176.0,232.0,196.0,1507.0,0
3015.0,243.0,3.0,90.0,5.0,5201.0,213.0,242.0,166.0,2463.0,0
2748.0,257.0,30.0,335.0,164.0,1410.0,137.0,241.0,234.0,1057.0,1
2876.0,135.0,8.0,85.0,-4.0,1071.0,233.0,237.0,135.0,2270.0,1
3219.0,114.0,18.0,277.0,37.0,4080.0,248.0,219.0,92.0,886.0,0
3315.0,333.0,20.0,134.0,9.0,2118.0,171.0,210.0,177.0,1587.0,0
3027.0,319.0,9.0,330.0,30.0,2630.0,198.0,232.0,174.0,967.0,0
3168.0,25.0,10.0,391.0,55.0,3700.0,215.0,219.0,140.0,3386.0,0
3244.0,250.0,6.0,816.0,69.0,4179.0,208.0,244.0,174.0,2497.0,0
2975.0,226.0,15.0,297.0,49.0,5421.0,199.0,253.0,189.0,3287.0,1
3008.0,2.0,12.0,60.0,13.0,1071.0,203.0,216.0,151.0,2357.0,0
3100.0,55.0,20.0,120.0,-12.0,693.0,228.0,193.0,90.0,1611.0,0
3261.0,109.0,10.0,895.0,145.0,2101.0,238.0,229.0,121.0,2474.0,0
2924.0,108.0,9.0,85.0,4.0,1199.0,236.0,230.0,125.0,1626.0,1
3158.0,133.0,10.0,240.0,43.0,228.0,236.0,236.0,130.0,2168.0,0
2976.0,26.0,9.0,150.0,0.0,3520.0,216.0,220.0,140.0,2197.0,0
3052.0,270.0,8.0,0.0,0.0,162.0,200.0,243.0,182.0,543.0,0
3090.0,359.0,10.0,469.0,74.0,1362.0,205.0,221.0,154.0,2385.0,0
3303.0,17.0,16.0,247.0,64.0,3421.0,206.0,206.0,134.0,2279.0,0
2960.0,309.0,47.0,404.0,49.0,2821.0,56.0,161.0,219.0,319.0,0
3022.0,54.0,22.0,255.0,63.0,1320.0,227.0,188.0,84.0,1158.0,1
3110.0,270.0,7.0,247.0,36.0,1266.0,202.0,243.0,180.0,1403.0,0
3141.0,152.0,14.0,255.0,63.0,192.0,237.0,239.0,130.0,2221.0,0
3149.0,336.0,20.0,268.0,10.0,2347.0,171.0,208.0,174.0,426.0,0
3095.0,85.0,20.0,124.0,20.0,2773.0,244.0,202.0,78.0,3807.0,0
2993.0,56.0,5.0,30.0,-1.0,2713.0,224.0,228.0,140.0,2021.0,0
3248.0,150.0,19.0,450.0,94.0,1415.0,241.0,235.0,116.0,2167.0,0
2900.0,54.0,12.0,256.0,37.0,4081.0,227.0,213.0,117.0,6350.0,1
3176.0,3.0,20.0,297.0,48.0,4030.0,189.0,198.0,143.0,904.0,0
2924.0,45.0,6.0,90.0,-3.0,750.0,222.0,227.0,141.0,2131.0,1
3343.0,237.0,8.0,420.0,32.0,924.0,206.0,247.0,178.0,1593.0,0
2869.0,114.0,5.0,335.0,4.0,1050.0,228.0,235.0,141.0,2680.0,0
2799.0,128.0,11.0,162.0,36.0,1291.0,238.0,233.0,125.0,1852.0,1
3095.0,346.0,27.0,108.0,34.0,1033.0,158.0,187.0,160.0,2092.0,0
2850.0,47.0,9.0,362.0,7.0,1063.0,224.0,220.0,130.0,2305.0,1
3221.0,108.0,5.0,201.0,16.0,2837.0,229.0,234.0,138.0,5050.0,0
3074.0,9.0,6.0,42.0,3.0,1771.0,213.0,227.0,152.0,1829.0,1
3207.0,185.0,12.0,90.0,1.0,836.0,222.0,248.0,157.0,1215.0,0
3218.0,289.0,24.0,807.0,106.0,3596.0,147.0,230.0,219.0,2165.0,0
3133.0,70.0,6.0,175.0,0.0,630.0,227.0,228.0,135.0,2412.0,0
3266.0,83.0,14.0,270.0,52.0,1261.0,239.0,214.0,102.0,1648.0,0
3128.0,61.0,5.0,150.0,12.0,390.0,224.0,229.0,141.0,2207.0,0
2552.0,1.0,11.0,0.0,0.0,990.0,204.0,219.0,152.0,457.0,1
3179.0,336.0,6.0,108.0,7.0,2674.0,207.0,232.0,164.0,1159.0,0
3045.0,110.0,10.0,30.0,1.0,3407.0,238.0,229.0,120.0,503.0,0
2838.0,70.0,24.0,30.0,18.0,967.0,237.0,186.0,67.0,335.0,1
2590.0,301.0,6.0,437.0,120.0,631.0,204.0,238.0,172.0,607.0,1
2593.0,63.0,13.0,450.0,39.0,592.0,231.0,214.0,113.0,2789.0,1
2702.0,146.0,5.0,323.0,102.0,1168.0,228.0,239.0,145.0,2462.0,1
3340.0,186.0,12.0,331.0,72.0,3226.0,222.0,248.0,158.0,361.0,0
2995.0,55.0,10.0,150.0,-5.0,4399.0,226.0,220.0,127.0,684.0,1
3119.0,240.0,8.0,212.0,43.0,5627.0,206.0,247.0,179.0,2547.0,1
3157.0,250.0,15.0,485.0,106.0,3097.0,186.0,250.0,200.0,323.0,0
3013.0,331.0,14.0,120.0,23.0,216.0,186.0,222.0,175.0,300.0,0
2864.0,26.0,9.0,503.0,85.0,1243.0,216.0,220.0,140.0,2702.0,1
2709.0,87.0,16.0,153.0,15.0,1616.0,242.0,212.0,96.0,1604.0,1
2854.0,34.0,5.0,0.0,0.0,4943.0,219.0,228.0,145.0,4397.0,1
3260.0,120.0,25.0,351.0,79.0,4170.0,253.0,210.0,69.0,1060.0,0
3354.0,93.0,5.0,677.0,97.0,1126.0,227.0,233.0,140.0,2436.0,0
3165.0,199.0,13.0,301.0,62.0,2337.0,215.0,251.0,168.0,911.0,1
3064.0,90.0,14.0,212.0,40.0,3479.0,240.0,218.0,105.0,2781.0,0
3222.0,94.0,3.0,150.0,2.0,1842.0,224.0,234.0,145.0,845.0,0
2955.0,327.0,5.0,247.0,19.0,4286.0,208.0,234.0,165.0,5021.0,1
3418.0,184.0,14.0,277.0,14.0,1888.0,223.0,249.0,156.0,3624.0,0
2689.0,347.0,18.0,124.0,38.0,1992.0,182.0,207.0,162.0,4513.0,1
3096.0,303.0,13.0,124.0,20.0,4943.0,185.0,234.0,189.0,666.0,0
3115.0,238.0,15.0,150.0,50.0,2430.0,193.0,252.0,195.0,858.0,1
2664.0,353.0,17.0,323.0,68.0,2278.0,189.0,208.0,156.0,1608.0,1
2899.0,354.0,24.0,600.0,270.0,730.0,173.0,191.0,150.0,636.0,1
2932.0,68.0,23.0,210.0,-15.0,514.0,236.0,187.0,70.0,2514.0,1
3033.0,282.0,10.0,162.0,7.0,3560.0,193.0,241.0,188.0,1712.0,0
3052.0,327.0,8.0,408.0,53.0,2809.0,200.0,231.0,170.0,1889.0,1
3220.0,7.0,6.0,295.0,-3.0,5559.0,213.0,228.0,153.0,1736.0,0
3014.0,322.0,26.0,531.0,68.0,2947.0,145.0,204.0,194.0,474.0,0
3102.0,45.0,4.0,510.0,7.0,5312.0,221.0,231.0,146.0,1507.0,0
3166.0,264.0,10.0,192.0,31.0,5731.0,196.0,245.0,187.0,2490.0,1
3282.0,303.0,18.0,67.0,48.0,4636.0,167.0,228.0,200.0,703.0,1
2988.0,294.0,10.0,524.0,72.0,5440.0,191.0,238.0,187.0,1880.0,1
2827.0,119.0,6.0,0.0,0.0,5332.0,230.0,235.0,138.0,4568.0,0
2852.0,10.0,11.0,85.0,5.0,3255.0,209.0,219.0,147.0,4805.0,1
3241.0,355.0,11.0,558.0,170.0,3323.0,201.0,220.0,156.0,1812.0,0
2957.0,352.0,3.0,362.0,113.0,1405.0,214.0,233.0,158.0,2604.0,1
2922.0,61.0,2.0,0.0,0.0,4537.0,221.0,234.0,149.0,4237.0,0
3201.0,126.0,12.0,532.0,26.0,4116.0,240.0,231.0,119.0,2818.0,0
2988.0,323.0,5.0,150.0,6.0,5085.0,208.0,235.0,166.0,4773.0,1
2952.0,30.0,14.0,95.0,16.0,4937.0,215.0,209.0,128.0,6195.0,1
3160.0,253.0,6.0,787.0,84.0,1595.0,206.0,244.0,177.0,2613.0,0
2679.0,9.0,27.0,95.0,71.0,2370.0,179.0,175.0,124.0,6930.0,0
2535.0,75.0,24.0,30.0,16.0,1471.0,241.0,188.0,64.0,1706.0,1
3078.0,53.0,17.0,182.0,35.0,4910.0,227.0,203.0,104.0,532.0,0
3200.0,73.0,14.0,531.0,123.0,474.0,236.0,213.0,105.0,832.0,0
2815.0,359.0,18.0,242.0,81.0,2524.0,190.0,204.0,149.0,671.0,1
2937.0,96.0,21.0,569.0,141.0,1155.0,248.0,205.0,76.0,679.0,1
2845.0,293.0,12.0,30.0,8.0,2488.0,185.0,237.0,192.0,2201.0,0
3037.0,45.0,4.0,95.0,0.0,3634.0,221.0,231.0,146.0,1911.0,1
3075.0,39.0,17.0,60.0,3.0,983.0,219.0,201.0,112.0,1200.0,0
3175.0,330.0,5.0,95.0,1.0,649.0,207.0,233.0,165.0,1077.0,0
3082.0,98.0,13.0,134.0,24.0,595.0,241.0,221.0,107.0,1343.0,0
3120.0,199.0,22.0,108.0,26.0,3154.0,207.0,253.0,171.0,1110.0,0
2814.0,126.0,8.0,306.0,41.0,2326.0,234.0,235.0,132.0,2758.0,1
3018.0,4.0,23.0,85.0,23.0,4530.0,183.0,189.0,137.0,2631.0,0
3189.0,128.0,8.0,60.0,7.0,2340.0,234.0,235.0,133.0,2800.0,0
2926.0,169.0,4.0,335.0,-9.0,4285.0,222.0,241.0,154.0,5810.0,1
3019.0,175.0,18.0,277.0,36.0,2368.0,227.0,247.0,144.0,2992.0,1
3309.0,291.0,19.0,210.0,41.0,5476.0,162.0,233.0,209.0,907.0,0
3094.0,112.0,8.0,150.0,19.0,4559.0,235.0,231.0,128.0,3079.0,0
3041.0,233.0,7.0,808.0,50.0,5720.0,208.0,247.0,175.0,5541.0,1
2983.0,49.0,9.0,443.0,18.0,993.0,224.0,221.0,131.0,2138.0,1
3292.0,59.0,19.0,175.0,7.0,4226.0,230.0,196.0,90.0,3588.0,0
2790.0,34.0,21.0,234.0,3.0,2918.0,211.0,189.0,105.0,2315.0,0
3203.0,302.0,9.0,212.0,20.0,722.0,194.0,236.0,181.0,853.0,0
3086.0,288.0,5.0,95.0,1.0,3852.0,205.0,239.0,173.0,1966.0,0
3155.0,333.0,7.0,30.0,3.0,3464.0,203.0,230.0,166.0,4842.0,0
3273.0,302.0,11.0,0.0,0.0,1320.0,190.0,235.0,185.0,1652.0,0
3076.0,25.0,5.0,30.0,1.0,3810.0,218.0,229.0,148.0,1041.0,0
3174.0,85.0,19.0,300.0,83.0,5246.0,244.0,203.0,81.0,1434.0,0
2914.0,339.0,24.0,268.0,91.0,960.0,161.0,198.0,171.0,1860.0,1
3411.0,170.0,10.0,702.0,-41.0,1284.0,227.0,245.0,149.0,4002.0,0
3073.0,79.0,15.0,108.0,23.0,3845.0,239.0,211.0,98.0,4046.0,0
2734.0,315.0,7.0,134.0,4.0,1168.0,201.0,234.0,173.0,1765.0,0
3228.0,307.0,21.0,192.0,31.0,283.0,157.0,222.0,203.0,691.0,0
3126.0,242.0,9.0,443.0,62.0,3154.0,202.0,248.0,184.0,1764.0,1
2998.0,301.0,7.0,108.0,28.0,391.0,201.0,237.0,176.0,335.0,0
3289.0,182.0,8.0,955.0,121.0,2395.0,223.0,245.0,156.0,1967.0,0
3054.0,42.0,19.0,426.0,132.0,4744.0,219.0,194.0,102.0,3331.0,0
2756.0,219.0,28.0,240.0,9.0,1624.0,176.0,253.0,199.0,1290.0,1
3206.0,345.0,19.0,258.0,47.0,1342.0,180.0,207.0,164.0,616.0,0
2711.0,331.0,17.0,150.0,23.0,2176.0,177.0,216.0,177.0,2055.0,1
3107.0,349.0,7.0,270.0,29.0,524.0,207.0,228.0,160.0,1563.0,1
3022.0,62.0,16.0,150.0,26.0,1929.0,232.0,207.0,103.0,3491.0,0
2974.0,243.0,16.0,845.0,179.0,2687.0,188.0,251.0,199.0,1332.0,1
2921.0,321.0,20.0,134.0,10.0,2831.0,164.0,216.0,190.0,451.0,0
2883.0,99.0,10.0,42.0,0.0,5372.0,236.0,227.0,121.0,4184.0,0
3266.0,165.0,14.0,30.0,6.0,4401.0,231.0,244.0,141.0,2252.0,0
2857.0,127.0,20.0,150.0,57.0,170.0,249.0,222.0,92.0,1044.0,1
3173.0,64.0,7.0,0.0,0.0,2160.0,227.0,226.0,133.0,765.0,0
2995.0,126.0,8.0,42.0,0.0,5285.0,234.0,235.0,132.0,2046.0,0
2759.0,117.0,9.0,376.0,-13.0,1830.0,236.0,232.0,128.0,2236.0,1
2687.0,47.0,10.0,256.0,24.0,1664.0,224.0,218.0,128.0,6189.0,1
2914.0,313.0,19.0,361.0,146.0,450.0,166.0,222.0,195.0,1207.0,0
2971.0,72.0,7.0,616.0,18.0,949.0,228.0,227.0,133.0,2069.0,1
2966.0,56.0,3.0,470.0,95.0,1087.0,222.0,232.0,146.0,2007.0,1
2952.0,68.0,7.0,30.0,3.0,2241.0,227.0,226.0,133.0,685.0,0
3088.0,294.0,10.0,60.0,10.0,1664.0,191.0,238.0,187.0,1006.0,0
3044.0,141.0,10.0,607.0,79.0,5540.0,235.0,237.0,132.0,6068.0,1
3219.0,217.0,12.0,400.0,60.0,450.0,206.0,252.0,180.0,1921.0,0
3175.0,140.0,11.0,201.0,20.0,4477.0,237.0,237.0,129.0,2858.0,0
2983.0,323.0,12.0,60.0,8.0,2383.0,188.0,227.0,178.0,1600.0,0
3189.0,145.0,4.0,30.0,-1.0,5502.0,225.0,239.0,149.0,3055.0,1
3248.0,47.0,22.0,124.0,13.0,4287.0,222.0,186.0,88.0,3454.0,0
3086.0,348.0,14.0,510.0,6.0,3711.0,193.0,216.0,161.0,4484.0,0
3279.0,0.0,9.0,42.0,2.0,969.0,206.0,222.0,154.0,1354.0,1
3284.0,81.0,27.0,379.0,2.0,1816.0,244.0,181.0,49.0,2573.0,0
3193.0,354.0,20.0,525.0,77.0,3763.0,182.0,200.0,152.0,1637.0,1
3208.0,28.0,11.0,642.0,33.0,3653.0,216.0,215.0,134.0,4146.0,0
2911.0,54.0,10.0,30.0,-1.0,2147.0,226.0,218.0,124.0,2052.0,1
2921.0,24.0,18.0,216.0,57.0,2322.0,207.0,199.0,123.0,2123.0,0
2509.0,36.0,31.0,67.0,24.0,931.0,201.0,156.0,72.0,1341.0,1
2926.0,238.0,14.0,67.0,17.0,4970.0,195.0,251.0,192.0,4370.0,1
3049.0,45.0,2.0,433.0,29.0,4524.0,219.0,235.0,152.0,1266.0,1
3012.0,124.0,14.0,150.0,-6.0,2537.0,243.0,229.0,111.0,541.0,1
2738.0,1.0,12.0,162.0,51.0,1423.0,203.0,218.0,152.0,2750.0,1
3180.0,92.0,15.0,424.0,103.0,576.0,242.0,216.0,99.0,725.0,0
3100.0,120.0,7.0,42.0,4.0,5356.0,232.0,235.0,136.0,937.0,0
2742.0,288.0,6.0,30.0,6.0,1101.0,203.0,239.0,175.0,900.0,0
2781.0,27.0,7.0,0.0,0.0,3155.0,218.0,225.0,144.0,6354.0,1
3027.0,351.0,9.0,212.0,15.0,2442.0,205.0,226.0,159.0,1053.0,0
2991.0,321.0,26.0,430.0,225.0,759.0,145.0,204.0,194.0,1290.0,0
3119.0,177.0,15.0,582.0,78.0,5755.0,226.0,247.0,150.0,1481.0,1
2941.0,297.0,9.0,175.0,21.0,4918.0,195.0,237.0,182.0,2029.0,1
3114.0,287.0,19.0,361.0,77.0,3161.0,163.0,235.0,211.0,1440.0,0
2778.0,33.0,29.0,153.0,50.0,1048.0,201.0,165.0,83.0,2065.0,1
2973.0,106.0,10.0,127.0,8.0,3912.0,238.0,228.0,120.0,2647.0,0
2964.0,178.0,7.0,134.0,25.0,1513.0,223.0,244.0,155.0,492.0,1
2919.0,76.0,10.0,342.0,36.0,4304.0,233.0,220.0,118.0,6268.0,1
3378.0,322.0,6.0,531.0,163.0,900.0,205.0,234.0,168.0,742.0,0
3197.0,113.0,18.0,335.0,49.0,764.0,248.0,218.0,92.0,2787.0,1
3178.0,45.0,8.0,532.0,36.0,2934.0,222.0,223.0,136.0,4797.0,0
3086.0,132.0,6.0,127.0,9.0,2429.0,229.0,237.0,141.0,2032.0,0
2830.0,270.0,1.0,0.0,0.0,426.0,215.0,239.0,161.0,277.0,1
3194.0,50.0,21.0,150.0,25.0,4173.0,224.0,190.0,90.0,3288.0,0
3172.0,64.0,42.0,150.0,69.0,3931.0,218.0,120.0,0.0,1142.0,0
3096.0,342.0,12.0,182.0,21.0,2134.0,195.0,222.0,166.0,2337.0,1
3239.0,86.0,3.0,270.0,-4.0,4365.0,224.0,234.0,145.0,2172.0,0
3187.0,213.0,11.0,247.0,46.0,2546.0,210.0,251.0,175.0,1006.0,1
2693.0,255.0,12.0,0.0,0.0,1168.0,192.0,247.0,193.0,2481.0,1
3229.0,318.0,7.0,108.0,15.0,1443.0,202.0,234.0,171.0,576.0,0
3119.0,156.0,10.0,390.0,82.0,2491.0,232.0,241.0,140.0,1302.0,0
2544.0,13.0,25.0,335.0,130.0,930.0,186.0,179.0,121.0,1640.0,1
3076.0,233.0,2.0,840.0,35.0,997.0,215.0,241.0,163.0,926.0,1
3060.0,72.0,5.0,301.0,-36.0,693.0,225.0,231.0,141.0,1489.0,0
2955.0,45.0,10.0,30.0,6.0,4855.0,223.0,219.0,130.0,6026.0,1
2833.0,33.0,18.0,190.0,47.0,3666.0,214.0,199.0,115.0,2847.0,1
2826.0,23.0,18.0,450.0,131.0,938.0,206.0,199.0,124.0,339.0,0
3155.0,170.0,9.0,234.0,22.0,376.0,227.0,244.0,149.0,4992.0,1
3272.0,62.0,16.0,516.0,38.0,1440.0,232.0,207.0,103.0,2278.0,0
2791.0,74.0,14.0,450.0,12.0,1754.0,236.0,213.0,106.0,1689.0,1
3147.0,45.0,16.0,134.0,32.0,4298.0,223.0,204.0,111.0,3591.0,0
3377.0,104.0,12.0,256.0,95.0,2067.0,240.0,225.0,114.0,2789.0,0
2885.0,324.0,18.0,847.0,165.0,201.0,173.0,218.0,184.0,1489.0,1
3246.0,30.0,14.0,247.0,67.0,4174.0,215.0,208.0,127.0,3037.0,0
3274.0,8.0,7.0,390.0,51.0,3543.0,212.0,227.0,152.0,2895.0,1
2651.0,126.0,9.0,258.0,39.0,666.0,235.0,234.0,130.0,1328.0,1
3146.0,54.0,20.0,30.0,10.0,1047.0,228.0,194.0,91.0,636.0,0
3269.0,45.0,1.0,395.0,90.0,4730.0,219.0,235.0,153.0,3175.0,0
3160.0,270.0,11.0,162.0,52.0,2613.0,190.0,244.0,193.0,895.0,1
2959.0,216.0,6.0,350.0,50.0,5838.0,214.0,246.0,169.0,2881.0,1
3263.0,135.0,21.0,153.0,39.0,2914.0,248.0,225.0,95.0,3019.0,0
3170.0,46.0,19.0,60.0,9.0,3465.0,222.0,196.0,102.0,592.0,0
3195.0,116.0,31.0,285.0,118.0,3903.0,254.0,194.0,43.0,2352.0,0
2892.0,113.0,5.0,376.0,36.0,2656.0,230.0,234.0,138.0,2431.0,1
2941.0,320.0,17.0,446.0,169.0,534.0,174.0,221.0,186.0,1301.0,0
2849.0,319.0,9.0,870.0,144.0,60.0,198.0,232.0,174.0,1437.0,1
2599.0,45.0,5.0,30.0,2.0,390.0,221.0,229.0,144.0,6051.0,1
3324.0,279.0,6.0,660.0,122.0,808.0,204.0,241.0,176.0,997.0,0
3082.0,60.0,7.0,30.0,3.0,5044.0,225.0,226.0,135.0,2125.0,1
3024.0,135.0,9.0,703.0,214.0,721.0,235.0,236.0,133.0,1256.0,1
2922.0,359.0,18.0,300.0,69.0,3095.0,190.0,204.0,149.0,1825.0,1
3289.0,320.0,20.0,582.0,101.0,730.0,163.0,216.0,190.0,242.0,0
2947.0,223.0,9.0,390.0,83.0,1749.0,209.0,249.0,176.0,1142.0,1
3219.0,279.0,7.0,175.0,40.0,4422.0,200.0,241.0,181.0,3060.0,0
2531.0,67.0,9.0,60.0,10.0,30.0,229.0,222.0,125.0,787.0,1
2628.0,342.0,26.0,323.0,191.0,787.0,157.0,191.0,167.0,1361.0,1
3208.0,133.0,8.0,240.0,17.0,5731.0,233.0,236.0,135.0,3246.0,1
3304.0,71.0,14.0,516.0,90.0,1068.0,235.0,211.0,104.0,2550.0,1
2915.0,311.0,10.0,95.0,28.0,1320.0,193.0,233.0,180.0,725.0,1
2972.0,57.0,7.0,256.0,33.0,2402.0,225.0,226.0,136.0,1980.0,0
3117.0,96.0,5.0,270.0,15.0,4441.0,228.0,233.0,139.0,1661.0,0
3052.0,202.0,17.0,277.0,44.0,1766.0,210.0,253.0,172.0,277.0,1
2912.0,156.0,16.0,277.0,71.0,3072.0,237.0,240.0,129.0,3283.0,1
3047.0,203.0,5.0,933.0,128.0,5550.0,217.0,245.0,164.0,5600.0,1
3149.0,31.0,3.0,0.0,0.0,295.0,219.0,233.0,151.0,1593.0,0
2913.0,83.0,12.0,618.0,43.0,4401.0,237.0,218.0,110.0,5448.0,0
2903.0,78.0,18.0,60.0,17.0,5875.0,240.0,204.0,88.0,4759.0,1
3119.0,20.0,11.0,277.0,11.0,1878.0,212.0,217.0,140.0,891.0,0
2595.0,252.0,1.0,0.0,0.0,518.0,217.0,239.0,159.0,1415.0,1
2900.0,219.0,3.0,90.0,0.0,4970.0,216.0,243.0,164.0,4674.0,1
3042.0,165.0,16.0,210.0,20.0,1348.0,232.0,244.0,138.0,638.0,1
3180.0,110.0,7.0,30.0,-5.0,1681.0,233.0,232.0,132.0,1637.0,0
2982.0,212.0,17.0,390.0,10.0,4472.0,203.0,254.0,182.0,4845.0,1
2833.0,123.0,11.0,242.0,4.0,2743.0,239.0,231.0,121.0,2555.0,1
2690.0,183.0,20.0,150.0,24.0,3475.0,221.0,249.0,152.0,1964.0,1
3055.0,99.0,14.0,85.0,0.0,2796.0,243.0,220.0,103.0,1190.0,1
2925.0,33.0,20.0,234.0,61.0,2335.0,212.0,192.0,109.0,2103.0,0
2982.0,39.0,3.0,366.0,80.0,983.0,220.0,232.0,149.0,902.0,1
2970.0,353.0,14.0,268.0,28.0,2016.0,195.0,214.0,156.0,2914.0,1
3419.0,308.0,10.0,997.0,169.0,1215.0,191.0,234.0,182.0,1917.0,0
3018.0,333.0,14.0,124.0,14.0,5292.0,187.0,221.0,173.0,4551.0,0
2942.0,254.0,11.0,382.0,36.0,5705.0,195.0,247.0,191.0,3495.0,1
3041.0,160.0,13.0,335.0,76.0,1399.0,233.0,242.0,138.0,659.0,1
2796.0,311.0,21.0,376.0,132.0,1348.0,158.0,220.0,200.0,1230.0,1
3047.0,82.0,8.0,30.0,3.0,120.0,232.0,225.0,126.0,955.0,1
2818.0,332.0,26.0,30.0,17.0,4526.0,151.0,197.0,181.0,4978.0,1
3026.0,72.0,12.0,150.0,20.0,3013.0,233.0,217.0,115.0,1477.0,1
2889.0,27.0,8.0,30.0,3.0,2446.0,217.0,223.0,142.0,190.0,0
3203.0,290.0,8.0,0.0,0.0,4741.0,198.0,239.0,181.0,430.0,0
3008.0,99.0,15.0,295.0,53.0,3122.0,243.0,219.0,101.0,6312.0,0
2829.0,146.0,11.0,95.0,2.0,870.0,235.0,239.0,134.0,90.0,1
2726.0,282.0,9.0,0.0,0.0,2313.0,195.0,241.0,186.0,212.0,0
3004.0,101.0,25.0,30.0,12.0,631.0,252.0,198.0,59.0,1879.0,0
3244.0,30.0,15.0,150.0,39.0,3511.0,214.0,206.0,124.0,2250.0,0
2916.0,90.0,1.0,443.0,7.0,4899.0,221.0,236.0,151.0,2980.0,0
2732.0,82.0,7.0,270.0,-26.0,1377.0,230.0,228.0,132.0,870.0,1
3252.0,71.0,21.0,134.0,19.0,1848.0,238.0,195.0,79.0,1498.0,1
3309.0,292.0,15.0,361.0,79.0,4294.0,176.0,236.0,199.0,1727.0,0
3194.0,88.0,5.0,212.0,13.0,5615.0,228.0,231.0,137.0,2468.0,0
3089.0,28.0,9.0,240.0,13.0,1458.0,217.0,220.0,139.0,2958.0,0
2566.0,90.0,9.0,210.0,29.0,603.0,235.0,225.0,121.0,524.0,1
3402.0,276.0,21.0,573.0,195.0,849.0,158.0,239.0,218.0,1154.0,0
2872.0,309.0,19.0,120.0,-3.0,2646.0,166.0,225.0,198.0,1406.0,1
2874.0,344.0,14.0,792.0,144.0,162.0,190.0,217.0,165.0,1365.0,1
3028.0,262.0,2.0,0.0,0.0,819.0,215.0,239.0,162.0,1110.0,0
2962.0,140.0,12.0,95.0,10.0,4554.0,237.0,236.0,128.0,5515.0,1
3086.0,13.0,12.0,85.0,13.0,3562.0,208.0,216.0,143.0,2826.0,0
